date,close
2021-03-28,57716.62
2021-03-29,58537.35
2021-03-30,59295.62
2021-03-31,58977.87
2021-04-01,59495.98
2021-04-02,58824.28
2021-04-03,57915.9
2021-04-04,59016.29
2021-04-05,57819.58
2021-04-06,56461.67
2021-04-07,57770.73
2021-04-08,58238.53
2021-04-09,60254.94
2021-04-10,59654.25
2021-04-11,59987.24
2021-04-12,63317.47
2021-04-13,63045.0
2021-04-14,62708.5
2021-04-15,61500.02
2021-04-16,60267.39
2021-04-17,55454.74
2021-04-18,54577.14
2021-04-19,55322.47
2021-04-20,56153.33
2021-04-21,54648.14
2021-04-22,49845.51
2021-04-23,50207.93
2021-04-24,50254.07
2021-04-25,53569.07
2021-04-26,54975.55
2021-04-27,54339.0
2021-04-28,53709.7
2021-04-29,57142.08
2021-04-30,57366.32
2021-05-01,56601.1
2021-05-02,57592.47
2021-05-03,53803.41
2021-05-04,57629.56
2021-05-05,57087.43
2021-05-06,57516.52
2021-05-07,57584.55
2021-05-08,57369.16
2021-05-09,58287.1
2021-05-10,56047.33
2021-05-11,55476.88
2021-05-12,49636.31
2021-05-13,51216.11
2021-05-14,48975.69
2021-05-15,47738.24
2021-05-16,43342.5
2021-05-17,42971.15
2021-05-18,37270.46
2021-05-19,41437.48
2021-05-20,36790.55
2021-05-21,38159.91
2021-05-22,33326.35
2021-05-23,37540.82
2021-05-24,38266.61
2021-05-25,38756.27
2021-05-26,39672.0
2021-05-27,36753.99
2021-05-28,34418.2
2021-05-29,35474.65
2021-05-30,36961.31
2021-05-31,36229.33
2021-06-01,38039.81
2021-06-02,38533.61
2021-06-03,36949.73
2021-06-04,36320.71
2021-06-05,36160.81
2021-06-06,36035.42
2021-06-07,31703.75
2021-06-08,36359.49
2021-06-09,36902.48
2021-06-10,36826.6
2021-06-11,35396.31
2021-06-12,36036.06
2021-06-13,40688.55
2021-06-14,40060.86
2021-06-15,38777.26
2021-06-16,39008.31
2021-06-17,36353.0
2021-06-18,36113.42
2021-06-19,34417.99
2021-06-20,32690.0
2021-06-21,31687.5
2021-06-22,33496.84
2021-06-23,33886.92
2021-06-24,32606.74
2021-06-25,31527.65
2021-06-26,33198.74
2021-06-27,34965.07
2021-06-28,36253.16
2021-06-29,34198.93
2021-06-30,33430.74
2021-07-01,33699.99
2021-07-02,34608.61
2021-07-03,35512.22
2021-07-04,33585.66
2021-07-05,34038.99
2021-07-06,34533.41
2021-07-07,32899.93
2021-07-08,33560.0
2021-07-09,33863.4
2021-07-10,33950.0
2021-07-11,33339.57
2021-07-12,32789.67
2021-07-13,32784.0
2021-07-14,31680.97
2021-07-15,32133.21
2021-07-16,31758.53
2021-07-17,31366.69
2021-07-18,30688.27
2021-07-19,29889.95
2021-07-20,31929.19
2021-07-21,32498.6
2021-07-22,32311.08
2021-07-23,33852.41
2021-07-24,34175.87
2021-07-25,38562.69
2021-07-26,38211.02
2021-07-27,39685.9
2021-07-28,39948.12
2021-07-29,39071.5
2021-07-30,41540.32
2021-07-31,41289.3
2021-08-01,39697.99
2021-08-02,38174.82
2021-08-03,39304.0
2021-08-04,38754.01
2021-08-05,42200.34
2021-08-06,43368.37
2021-08-07,43990.75
2021-08-08,45868.38
2021-08-09,45158.14
2021-08-10,46447.42
2021-08-11,44193.11
2021-08-12,46363.2
2021-08-13,46932.31
2021-08-14,46168.31
2021-08-15,46335.5
2021-08-16,45726.98
2021-08-17,45824.03
2021-08-18,45779.61
2021-08-19,48717.0
2021-08-20,49181.0
2021-08-21,48527.89
2021-08-22,49527.04
2021-08-23,48315.69
2021-08-24,48811.27
2021-08-25,46799.99
2021-08-26,48191.36
2021-08-27,48809.36
2021-08-28,48478.04
2021-08-29,48024.0
2021-08-30,47398.95
2021-08-31,47488.01
2021-09-01,49542.0
2021-09-02,50552.69
2021-09-03,49872.75
2021-09-04,50211.16
2021-09-05,51601.86
2021-09-06,46645.04
2021-09-07,46079.99
2021-09-08,46995.29
2021-09-09,45419.97
2021-09-10,45576.0
2021-09-11,45890.82
2021-09-12,44355.52
2021-09-13,46749.4
2021-09-14,48276.0
2021-09-15,48017.4
2021-09-16,47521.61
2021-09-17,48413.64
2021-09-18,47646.8
2021-09-19,43850.67
2021-09-20,43082.31
2021-09-21,43219.05
2021-09-22,43752.04
2021-09-23,41940.02
2021-09-24,42669.7
2021-09-25,43340.0
2021-09-26,43284.53
2021-09-27,41446.44
2021-09-28,41700.46
2021-09-29,43149.37
2021-09-30,47360.43
2021-10-01,47829.46
2021-10-02,47879.99
2021-10-03,47755.25
2021-10-04,49790.78
2021-10-05,54975.39
2021-10-06,53910.0
2021-10-07,54320.32
2021-10-08,54971.08
2021-10-09,55352.04
2021-10-10,57480.04
2021-10-11,56306.43
2021-10-12,56161.55
2021-10-13,57332.02
2021-10-14,60037.39
2021-10-15,60949.16
2021-10-16,60767.41
2021-10-17,61999.36
2021-10-18,62375.55
2021-10-19,66861.59
2021-10-20,62987.4
2021-10-21,60696.45
2021-10-22,61446.9
2021-10-23,59855.01
2021-10-24,63601.12
2021-10-25,62526.27
2021-10-26,58817.3
2021-10-27,61134.63
2021-10-28,62298.47
2021-10-29,61373.11
2021-10-30,60458.34
2021-10-31,61547.23
2021-11-01,64000.51
2021-11-02,62177.44
2021-11-03,61040.0
2021-11-04,60773.45
2021-11-05,60641.45
2021-11-06,61930.74
2021-11-07,66373.73
2021-11-08,66778.14
2021-11-09,68325.39
2021-11-10,64793.02
2021-11-11,63154.16
2021-11-12,64686.75
2021-11-13,64077.76
2021-11-14,64272.69
2021-11-15,60672.31
2021-11-16,59655.02
2021-11-17,58092.77
2021-11-18,57881.38
2021-11-19,57600.0
2021-11-20,59203.07
2021-11-21,58189.43
2021-11-22,56891.34
2021-11-23,56734.39
2021-11-24,59050.22
2021-11-25,54325.07
2021-11-26,54898.96
2021-11-27,54294.13
2021-11-28,57117.51
2021-11-29,57241.64
2021-11-30,58614.35
2021-12-01,56505.09
2021-12-02,55968.37
2021-12-03,48191.55
2021-12-04,47944.9
2021-12-05,48944.08
2021-12-06,51731.78
2021-12-07,50646.51
2021-12-08,48459.37
2021-12-09,47986.59
2021-12-10,48747.51
2021-12-11,49617.44
2021-12-12,47250.01
2021-12-13,46843.09
2021-12-14,46630.06
2021-12-15,48588.4
2021-12-16,46522.04
2021-12-17,46857.61
2021-12-18,47234.53
2021-12-19,45969.29
2021-12-20,48412.74
2021-12-21,48882.08
2021-12-22,48817.6
2021-12-23,50958.03
2021-12-24,50654.99
2021-12-25,50049.21
2021-12-26,51443.22
2021-12-27,48937.71
2021-12-28,47967.88
2021-12-29,47170.12
2021-12-30,48010.95
2021-12-31,47219.32
2022-01-01,47341.79
2022-01-02,46693.77
2022-01-03,46925.06
